ticket_id,company_id,created_date,resolved_date,priority,category,description,satisfaction_score
TKT-000609,COMP-0128,01-13-2024,01-16-2024,high,onboarding,Need help setting up first project,5
TKT-000610,COMP-0128,07-23-2024,08-06-2024,medium,billing,,4
TKT-000611,COMP-0129,12-30-2024,01-10-2025,medium,billing,Billing cycle change request,5
TKT-000612,COMP-0129,03-20-2025,,high,billing,Charges not matching the quoted price,
TKT-000613,COMP-0129,02-06-2025,02-10-2025,low,onboarding,Template setup assistance needed,5
TKT-000614,COMP-0129,05-09-2025,05-20-2025,HIGH,account,Change primary admin contact,
TKT-000615,COMP-0129,02-08-2025,02-09-2025,medium,bug_report,Calendar sync showing wrong timezone,4
TKT-000616,COMP-0130,10-04-2024,10-13-2024,low,feature_request,Would like bulk import from Excel,4
TKT-000617,COMP-0130,09-27-2024,10-03-2024,high,account,Add new team member to account,3
TKT-000618,COMP-0130,03-20-2024,03-22-2024,low,billing,,4
TKT-000619,COMP-0130,05-15-2024,05-28-2024,medium,onboarding,Best practices documentation request,4
TKT-000620,COMP-0131,03-17-2025,03-19-2025,low,feature_request,Need better reporting filters,
TKT-000621,COMP-0131,06-10-2024,06-20-2024,medium,billing,Charges not matching the quoted price,4
TKT-000622,COMP-0132,03-15-2025,03-19-2025,medium,bug_report,Formatting lost when pasting from Word,5
TKT-000623,COMP-0132,08-13-2024,08-18-2024,medium,feature_request,,5
TKT-000624,COMP-0132,08-11-2024,08-20-2024,medium,feature_request,Dark mode support requested,
TKT-000625,COMP-0132,11-19-2024,12-02-2024,medium,account,Need to merge duplicate accounts,
TKT-000626,COMP-0132,11-20-2024,11-25-2024,medium,account,,4
TKT-000627,COMP-0132,06-24-2025,06-30-2025,medium,account,Account permissions not working correctly,4
TKT-000628,COMP-0133,05-20-2024,05-28-2024,medium,account,Account permissions not working correctly,4
TKT-000629,COMP-0133,04-26-2025,05-01-2025,medium,technical,,3
TKT-000630,COMP-0133,05-25-2025,05-31-2025,medium,account,Change primary admin contact,5
TKT-000631,COMP-0134,07-10-2024,,medium,feature_request,,4
TKT-000632,COMP-0134,01-19-2024,01-24-2024,medium,technical,,4
TKT-000633,COMP-0135,11-03-2024,11-04-2024,low,onboarding,Need help setting up first project,1
TKT-000634,COMP-0135,01-29-2025,02-02-2025,low,feature_request,Custom workflow automation rules,5
TKT-000635,COMP-0136,02-22-2025,02-27-2025,low,account,Remove former employee access,4
TKT-000636,COMP-0136,02-26-2025,03-07-2025,low,onboarding,Training session request for team,5
TKT-000637,COMP-0136,06-12-2024,06-24-2024,medium,feature_request,,3
TKT-000638,COMP-0136,02-04-2025,02-06-2025,medium,technical,Integration with Slack is not syncing,3
TKT-000639,COMP-0136,03-31-2025,04-06-2025,high,onboarding,Migration assistance from competitor tool,1
TKT-000640,COMP-0137,02-22-2024,03-04-2024,high,billing,,4
TKT-000641,COMP-0137,05-14-2025,05-21-2025,high,technical,Application loading slowly for our team,3
TKT-000642,COMP-0137,04-14-2024,04-21-2024,medium,feature_request,Need Gantt chart view for projects,2
TKT-000643,COMP-0137,02-16-2024,,low,technical,API rate limit being hit unexpectedly,3
TKT-000644,COMP-0137,02-06-2024,02-10-2024,high,bug_report,Calendar sync showing wrong timezone,2
TKT-000645,COMP-0137,04-11-2025,04-21-2025,critical,technical,Webhook deliveries failing,
TKT-000646,COMP-0137,05-16-2024,05-25-2024,critical,technical,Data export timing out for large datasets,
TKT-000647,COMP-0137,05-01-2024,05-02-2024,low,account,,1
TKT-000648,COMP-0137,12-07-2024,12-20-2024,medium,billing,,4
TKT-000649,COMP-0137,02-10-2024,02-16-2024,low,bug_report,Formatting lost when pasting from Word,
TKT-000650,COMP-0137,08-07-2024,08-17-2024,high,account,Remove former employee access,
TKT-000651,COMP-0138,02-07-2025,,low,technical,API rate limit being hit unexpectedly,3
TKT-000652,COMP-0138,05-10-2024,05-23-2024,low,account,Account permissions not working correctly,3
TKT-000653,COMP-0138,01-13-2025,01-21-2025,medium,account,Account permissions not working correctly,
TKT-000654,COMP-0138,12-05-2024,12-13-2024,medium,technical,Webhook deliveries failing,3
TKT-000655,COMP-0138,11-06-2024,11-07-2024,low,billing,Tax exemption certificate submission,2
TKT-000656,COMP-0138,04-23-2025,05-05-2025,low,feature_request,Would like bulk import from Excel,4
TKT-000657,COMP-0139,01-12-2024,01-13-2024,high,billing,Invoice discrepancy for last month,2
TKT-000658,COMP-0139,01-28-2024,02-07-2024,high,onboarding,Migration assistance from competitor tool,2
TKT-000659,COMP-0139,02-18-2024,03-02-2024,critical,feature_request,Need better reporting filters,3
TKT-000660,COMP-0139,01-31-2024,02-03-2024,high,billing,Need to update payment method on file,1
TKT-000661,COMP-0139,01-05-2024,01-14-2024,low,billing,Cannot download invoice PDF,
TKT-000662,COMP-0139,01-15-2024,01-21-2024,low,onboarding,Best practices documentation request,2
TKT-000663,COMP-0139,01-01-2024,,medium,account,,
TKT-000664,COMP-0139,01-06-2024,01-14-2024,medium,billing,Requesting refund for unused period,2
TKT-000665,COMP-0139,01-13-2024,01-14-2024,high,bug_report,Formatting lost when pasting from Word,1
TKT-000666,COMP-0139,02-05-2024,02-18-2024,medium,feature_request,Need Gantt chart view for projects,2
TKT-000667,COMP-0139,01-03-2024,01-16-2024,medium,technical,Webhook deliveries failing,2
TKT-000668,COMP-0140,05-09-2024,05-15-2024,low,onboarding,Template setup assistance needed,4
TKT-000669,COMP-0140,12-27-2024,12-31-2024,low,account,Add new team member to account,4
TKT-000670,COMP-0140,01-27-2025,02-05-2025,medium,billing,Charges not matching the quoted price,
TKT-000671,COMP-0140,09-20-2024,09-29-2024,low,billing,Invoice discrepancy for last month,
TKT-000672,COMP-0140,05-17-2024,05-20-2024,low,feature_request,Dark mode support requested,3
TKT-000673,COMP-0141,01-06-2025,01-08-2025,low,account,Change primary admin contact,2
TKT-000674,COMP-0141,03-16-2025,03-20-2025,critical,feature_request,Need Gantt chart view for projects,4
TKT-000675,COMP-0141,06-01-2024,06-03-2024,medium,feature_request,Need better reporting filters,
TKT-000676,COMP-0142,06-02-2024,06-05-2024,low,feature_request,,4
TKT-000677,COMP-0142,02-23-2025,02-25-2025,high,account,Account permissions not working correctly,3
TKT-000678,COMP-0142,02-15-2024,02-26-2024,medium,billing,Tax exemption certificate submission,4
TKT-000679,COMP-0142,04-13-2024,04-15-2024,medium,feature_request,Need better reporting filters,4
TKT-000680,COMP-0142,04-14-2025,04-18-2025,high,bug_report,Search returning incorrect results,4
TKT-000681,COMP-0142,04-05-2025,04-12-2025,medium,account,Need to merge duplicate accounts,4
TKT-000682,COMP-0142,09-19-2024,09-25-2024,low,feature_request,Dark mode support requested,4
TKT-000683,COMP-0142,04-01-2024,04-13-2024,medium,account,Remove former employee access,4
TKT-000684,COMP-0142,08-11-2024,08-20-2024,medium,technical,,4
TKT-000685,COMP-0143,01-02-2025,01-12-2025,low,feature_request,,5
TKT-000686,COMP-0143,04-05-2025,04-07-2025,low,bug_report,Attachment upload fails over 10 MB,2
TKT-000687,COMP-0143,03-04-2024,03-10-2024,medium,onboarding,Need help setting up first project,5
TKT-000688,COMP-0143,09-03-2024,09-15-2024,high,technical,Error 500 when accessing the dashboard,3
TKT-000689,COMP-0144,08-18-2024,08-24-2024,low,onboarding,Need help setting up first project,3
TKT-000690,COMP-0144,05-08-2024,05-20-2024,high,billing,Billing cycle change request,5
TKT-000691,COMP-0144,12-18-2024,12-30-2024,low,billing,Charges not matching the quoted price,5
TKT-000692,COMP-0145,04-01-2024,04-04-2024,medium,feature_request,Dark mode support requested,2
TKT-000693,COMP-0145,03-15-2025,03-16-2025,medium,account,Add new team member to account,3
TKT-000694,COMP-0145,10-20-2024,10-22-2024,critical,feature_request,,
TKT-000695,COMP-0145,06-11-2024,06-14-2024,high,bug_report,Calendar sync showing wrong timezone,4
TKT-000696,COMP-0145,07-16-2024,07-30-2024,high,billing,Charges not matching the quoted price,
TKT-000697,COMP-0146,05-14-2024,05-23-2024,medium,billing,,
TKT-000698,COMP-0147,11-20-2024,11-27-2024,medium,onboarding,Training session request for team,3
TKT-000699,COMP-0147,08-12-2024,08-16-2024,low,bug_report,Notifications arriving late,4
TKT-000700,COMP-0148,07-03-2024,07-09-2024,medium,onboarding,Training session request for team,5
TKT-000701,COMP-0148,01-02-2025,01-06-2025,medium,billing,Invoice discrepancy for last month,3
TKT-000702,COMP-0148,01-21-2025,01-23-2025,medium,bug_report,Drag and drop not working in Chrome,4
TKT-000703,COMP-0148,11-17-2024,11-18-2024,high,account,Change primary admin contact,3
TKT-000704,COMP-0148,10-10-2024,10-24-2024,critical,bug_report,Search returning incorrect results,4
TKT-000705,COMP-0148,02-06-2024,02-16-2024,low,account,Need to merge duplicate accounts,4
TKT-000706,COMP-0149,01-20-2024,01-30-2024,medium,technical,Mobile app crashing on iOS 17,1
TKT-000707,COMP-0149,01-15-2025,01-25-2025,medium,feature_request,Custom workflow automation rules,3
TKT-000708,COMP-0149,04-21-2025,05-04-2025,low,account,Need to merge duplicate accounts,
TKT-000709,COMP-0149,02-06-2025,02-19-2025,high,feature_request,Need better reporting filters,5
TKT-000710,COMP-0149,08-27-2024,09-01-2024,medium,feature_request,Would like bulk import from Excel,5
TKT-000711,COMP-0149,02-10-2024,02-22-2024,low,technical,API rate limit being hit unexpectedly,3
TKT-000712,COMP-0149,07-20-2024,07-21-2024,low,account,Add new team member to account,
TKT-000713,COMP-0150,03-30-2025,,low,onboarding,Training session request for team,4
TKT-000714,COMP-0150,05-26-2025,06-09-2025,high,billing,Tax exemption certificate submission,3
TKT-000715,COMP-0150,01-29-2025,02-10-2025,medium,billing,Invoice discrepancy for last month,3
TKT-000716,COMP-0150,06-23-2025,06-30-2025,low,account,Add new team member to account,2
TKT-000717,COMP-0150,02-25-2024,02-28-2024,medium,billing,Cannot download invoice PDF,
TKT-000718,COMP-0150,04-23-2025,04-27-2025,low,billing,,4
TKT-000719,COMP-0151,12-28-2024,01-07-2025,low,billing,Charges not matching the quoted price,4
TKT-000720,COMP-0151,06-22-2024,06-26-2024,low,onboarding,Training session request for team,3
TKT-000721,COMP-0151,05-24-2025,06-05-2025,critical,feature_request,Custom workflow automation rules,3
TKT-000722,COMP-0151,05-10-2025,05-18-2025,CRITICAL,billing,Requesting refund for unused period,2
TKT-000723,COMP-0151,10-13-2024,10-17-2024,HIGH,onboarding,Best practices documentation request,4
TKT-000724,COMP-0152,02-06-2024,,medium,bug_report,Notifications arriving late,
TKT-000725,COMP-0152,05-06-2025,,high,account,,5
TKT-000726,COMP-0152,06-12-2025,06-16-2025,high,feature_request,Need better reporting filters,4
TKT-000727,COMP-0152,12-27-2024,01-04-2025,medium,technical,,4
TKT-000728,COMP-0152,06-10-2024,06-24-2024,low,onboarding,Template setup assistance needed,5
TKT-000729,COMP-0152,06-02-2025,06-16-2025,medium,billing,Charges not matching the quoted price,4
TKT-000730,COMP-0152,02-02-2024,,medium,technical,Error 500 when accessing the dashboard,2
TKT-000731,COMP-0153,02-23-2024,02-29-2024,low,bug_report,Drag and drop not working in Chrome,
TKT-000732,COMP-0153,04-15-2024,04-20-2024,critical,account,Add new team member to account,4
TKT-000733,COMP-0153,03-20-2025,04-03-2025,high,billing,Billing cycle change request,
TKT-000734,COMP-0153,04-16-2024,04-20-2024,low,billing,Billing cycle change request,3
TKT-000735,COMP-0153,06-28-2024,07-09-2024,medium,feature_request,Would like bulk import from Excel,2
TKT-000736,COMP-0154,06-26-2024,06-28-2024,critical,account,Add new team member to account,3
TKT-000737,COMP-0154,06-17-2024,06-20-2024,critical,billing,Requesting refund for unused period,
TKT-000738,COMP-0154,01-28-2025,02-08-2025,low,feature_request,,3
TKT-000739,COMP-0154,03-19-2024,03-28-2024,medium,account,Change primary admin contact,4
TKT-000740,COMP-0154,01-20-2025,01-23-2025,critical,feature_request,Requesting custom field types,3
TKT-000741,COMP-0154,08-06-2024,08-12-2024,MEDIUM,account,Account permissions not working correctly,
TKT-000742,COMP-0155,01-17-2025,01-25-2025,medium,account,,4
TKT-000743,COMP-0156,02-17-2024,02-18-2024,critical,onboarding,Best practices documentation request,5
TKT-000744,COMP-0157,05-15-2025,05-25-2025,high,bug_report,Calendar sync showing wrong timezone,4
TKT-000745,COMP-0157,03-23-2025,,medium,onboarding,Need help setting up first project,4
TKT-000746,COMP-0157,06-29-2024,07-12-2024,medium,bug_report,Notifications arriving late,1
TKT-000747,COMP-0157,10-25-2024,10-31-2024,medium,technical,Application loading slowly for our team,4
TKT-000748,COMP-0158,02-05-2025,02-10-2025,medium,onboarding,Template setup assistance needed,4
TKT-000749,COMP-0158,01-10-2025,,low,feature_request,Would like bulk import from Excel,
TKT-000750,COMP-0158,01-29-2025,02-11-2025,low,onboarding,Migration assistance from competitor tool,4
TKT-000751,COMP-0158,03-22-2025,04-04-2025,medium,account,Account permissions not working correctly,5
TKT-000752,COMP-0158,04-10-2025,04-24-2025,CRITICAL,bug_report,,3
TKT-000753,COMP-0158,06-22-2025,06-30-2025,medium,feature_request,Requesting custom field types,3
TKT-000754,COMP-0158,12-23-2024,01-03-2025,high,account,Account permissions not working correctly,2
TKT-000755,COMP-0159,04-21-2024,04-24-2024,medium,feature_request,Would like bulk import from Excel,3
TKT-000756,COMP-0159,04-10-2024,04-14-2024,critical,bug_report,Notifications arriving late,1
TKT-000757,COMP-0159,04-27-2024,04-29-2024,high,account,Change primary admin contact,1
TKT-000758,COMP-0159,05-07-2024,05-13-2024,critical,technical,SSO login failing intermittently,1
TKT-000759,COMP-0159,04-10-2024,04-21-2024,medium,feature_request,Custom workflow automation rules,2
TKT-000760,COMP-0159,04-14-2024,04-17-2024,medium,account,Add new team member to account,3
TKT-000761,COMP-0159,01-29-2024,02-02-2024,medium,bug_report,Drag and drop not working in Chrome,
TKT-000762,COMP-0159,05-15-2024,05-17-2024,medium,bug_report,Search returning incorrect results,3
TKT-000763,COMP-0159,03-29-2024,04-05-2024,high,account,Add new team member to account,1
TKT-000764,COMP-0159,07-03-2024,07-09-2024,medium,feature_request,Need better reporting filters,3
TKT-000765,COMP-0160,02-28-2024,03-08-2024,medium,feature_request,Need better reporting filters,3
TKT-000766,COMP-0160,01-08-2024,01-15-2024,medium,billing,,
TKT-000767,COMP-0160,03-18-2024,03-29-2024,medium,technical,Webhook deliveries failing,2
TKT-000768,COMP-0160,02-21-2024,02-22-2024,medium,feature_request,,4
TKT-000769,COMP-0160,04-20-2024,04-22-2024,high,bug_report,,
TKT-000770,COMP-0161,03-10-2025,03-19-2025,medium,bug_report,Attachment upload fails over 10 MB,4
TKT-000771,COMP-0161,10-07-2024,10-13-2024,medium,account,Change primary admin contact,
TKT-000772,COMP-0161,12-07-2024,,low,onboarding,Migration assistance from competitor tool,5
TKT-000773,COMP-0161,08-06-2024,08-14-2024,medium,billing,Charges not matching the quoted price,2
TKT-000774,COMP-0162,08-07-2024,08-08-2024,critical,account,,4
TKT-000775,COMP-0162,02-03-2024,02-10-2024,medium,technical,API rate limit being hit unexpectedly,
TKT-000776,COMP-0162,12-11-2024,12-14-2024,medium,onboarding,Migration assistance from competitor tool,
TKT-000777,COMP-0162,09-07-2024,09-10-2024,high,bug_report,,4
TKT-000778,COMP-0162,04-26-2024,05-08-2024,critical,onboarding,Migration assistance from competitor tool,
TKT-000779,COMP-0162,01-27-2025,,medium,bug_report,,5
TKT-000780,COMP-0163,02-04-2025,02-11-2025,high,onboarding,Need help setting up first project,
TKT-000781,COMP-0163,03-23-2025,04-01-2025,medium,billing,Requesting refund for unused period,
TKT-000782,COMP-0163,03-05-2024,03-06-2024,low,feature_request,Need better reporting filters,
TKT-000783,COMP-0163,01-21-2025,02-01-2025,high,feature_request,Requesting custom field types,5
TKT-000784,COMP-0163,01-23-2025,01-24-2025,low,technical,API rate limit being hit unexpectedly,
TKT-000785,COMP-0163,08-22-2024,08-27-2024,medium,bug_report,Attachment upload fails over 10 MB,2
TKT-000786,COMP-0163,06-04-2024,06-17-2024,critical,technical,Data export timing out for large datasets,2
TKT-000787,COMP-0164,02-09-2024,02-17-2024,medium,onboarding,Training session request for team,4
TKT-000788,COMP-0164,10-12-2024,10-23-2024,low,bug_report,Attachment upload fails over 10 MB,
TKT-000789,COMP-0164,04-15-2024,04-27-2024,medium,feature_request,Custom workflow automation rules,3
TKT-000790,COMP-0164,07-14-2024,,critical,onboarding,Best practices documentation request,1
TKT-000791,COMP-0164,09-25-2024,09-27-2024,medium,account,,3
TKT-000792,COMP-0165,11-24-2024,12-08-2024,LOW,technical,Data export timing out for large datasets,4
TKT-000793,COMP-0166,03-03-2025,03-05-2025,medium,account,Account permissions not working correctly,4
TKT-000794,COMP-0166,07-24-2024,08-07-2024,high,billing,Cannot download invoice PDF,
TKT-000795,COMP-0167,08-14-2024,08-20-2024,medium,bug_report,Notifications arriving late,3
TKT-000796,COMP-0167,06-11-2025,06-15-2025,medium,feature_request,Need better reporting filters,
TKT-000797,COMP-0167,03-23-2025,04-03-2025,low,billing,,4
TKT-000798,COMP-0167,02-26-2024,,HIGH,technical,Data export timing out for large datasets,
TKT-000799,COMP-0167,06-26-2024,07-03-2024,medium,billing,Charges not matching the quoted price,3
TKT-000800,COMP-0167,03-31-2024,04-12-2024,medium,bug_report,Calendar sync showing wrong timezone,4
TKT-000801,COMP-0168,11-22-2024,,low,account,Account permissions not working correctly,
TKT-000802,COMP-0168,12-04-2024,12-13-2024,medium,bug_report,Calendar sync showing wrong timezone,3
TKT-000803,COMP-0168,06-17-2024,06-29-2024,high,billing,Billing cycle change request,4
TKT-000804,COMP-0168,08-05-2024,08-15-2024,high,onboarding,Best practices documentation request,5
TKT-000805,COMP-0169,01-13-2025,01-17-2025,high,onboarding,Best practices documentation request,5
TKT-000806,COMP-0169,05-27-2025,06-05-2025,medium,onboarding,Template setup assistance needed,2
TKT-000807,COMP-0169,11-03-2024,11-07-2024,high,feature_request,Requesting custom field types,4
TKT-000808,COMP-0169,03-21-2025,03-25-2025,medium,bug_report,Calendar sync showing wrong timezone,5
TKT-000809,COMP-0169,03-29-2024,04-04-2024,medium,technical,Mobile app crashing on iOS 17,
TKT-000810,COMP-0170,09-01-2024,09-07-2024,critical,account,Remove former employee access,3
TKT-000811,COMP-0171,01-08-2024,01-17-2024,low,feature_request,,
TKT-000812,COMP-0171,11-22-2024,12-04-2024,low,billing,Charges not matching the quoted price,5
TKT-000813,COMP-0171,03-07-2024,,low,billing,Cannot download invoice PDF,4
TKT-000814,COMP-0171,02-06-2025,02-11-2025,medium,billing,Invoice discrepancy for last month,
TKT-000815,COMP-0172,08-05-2024,08-07-2024,high,billing,Requesting refund for unused period,4
TKT-000816,COMP-0172,07-20-2024,07-23-2024,medium,technical,Error 500 when accessing the dashboard,5
TKT-000817,COMP-0173,07-02-2024,07-09-2024,medium,technical,Webhook deliveries failing,
TKT-000818,COMP-0174,02-17-2024,02-25-2024,high,technical,API rate limit being hit unexpectedly,
TKT-000819,COMP-0174,05-18-2025,05-23-2025,medium,account,Remove former employee access,3
TKT-000820,COMP-0174,06-07-2024,06-20-2024,low,onboarding,Training session request for team,4
TKT-000821,COMP-0174,05-12-2025,05-13-2025,high,billing,Need to update payment method on file,5
TKT-000822,COMP-0174,02-26-2024,02-29-2024,low,onboarding,Training session request for team,5
TKT-000823,COMP-0175,11-27-2024,12-09-2024,low,onboarding,Need help setting up first project,3
TKT-000824,COMP-0175,03-02-2025,03-16-2025,low,bug_report,Search returning incorrect results,1
TKT-000825,COMP-0175,05-22-2024,,low,feature_request,,4
TKT-000826,COMP-0175,09-20-2024,09-21-2024,high,technical,Webhook deliveries failing,3
TKT-000827,COMP-0176,06-10-2025,06-22-2025,medium,account,Need to merge duplicate accounts,5
TKT-000828,COMP-0176,06-07-2025,06-15-2025,low,billing,Requesting refund for unused period,
TKT-000829,COMP-0176,05-12-2025,,medium,account,Account permissions not working correctly,4
TKT-000830,COMP-0176,02-15-2024,02-23-2024,medium,technical,Application loading slowly for our team,3
TKT-000831,COMP-0176,03-13-2024,03-22-2024,critical,bug_report,Drag and drop not working in Chrome,4
TKT-000832,COMP-0176,01-07-2024,01-08-2024,low,feature_request,Need Gantt chart view for projects,
TKT-000833,COMP-0177,12-15-2024,12-28-2024,medium,billing,Cannot download invoice PDF,4
TKT-000834,COMP-0178,06-09-2025,06-12-2025,medium,bug_report,Attachment upload fails over 10 MB,5
TKT-000835,COMP-0178,10-06-2024,10-12-2024,low,onboarding,Migration assistance from competitor tool,5
TKT-000836,COMP-0178,09-22-2024,10-06-2024,low,onboarding,Training session request for team,
TKT-000837,COMP-0178,02-12-2025,02-16-2025,low,account,Need to merge duplicate accounts,4
TKT-000838,COMP-0178,03-25-2024,03-26-2024,high,feature_request,Would like bulk import from Excel,4
TKT-000839,COMP-0178,06-25-2025,06-30-2025,low,bug_report,Formatting lost when pasting from Word,4
TKT-000840,COMP-0178,06-26-2024,07-06-2024,high,feature_request,Requesting custom field types,2
TKT-000841,COMP-0179,07-01-2024,07-12-2024,low,bug_report,Drag and drop not working in Chrome,
TKT-000842,COMP-0180,01-08-2025,01-17-2025,medium,technical,Application loading slowly for our team,
TKT-000843,COMP-0180,03-09-2025,03-16-2025,medium,account,Need to merge duplicate accounts,5
TKT-000844,COMP-0180,11-26-2024,12-02-2024,critical,bug_report,Attachment upload fails over 10 MB,
TKT-000845,COMP-0181,04-10-2024,04-21-2024,medium,billing,Billing cycle change request,
TKT-000846,COMP-0181,02-05-2024,02-09-2024,critical,technical,Application loading slowly for our team,1
TKT-000847,COMP-0181,01-24-2024,01-28-2024,medium,technical,Webhook deliveries failing,
TKT-000848,COMP-0181,04-15-2024,04-26-2024,medium,onboarding,Template setup assistance needed,2
TKT-000849,COMP-0181,02-06-2024,02-09-2024,critical,billing,Billing cycle change request,4
TKT-000850,COMP-0181,03-19-2024,03-20-2024,critical,technical,Data export timing out for large datasets,1
TKT-000851,COMP-0181,03-05-2024,03-14-2024,low,billing,Need to update payment method on file,4
TKT-000852,COMP-0181,03-31-2024,04-02-2024,critical,technical,Webhook deliveries failing,1
TKT-000853,COMP-0181,01-02-2024,,low,feature_request,Custom workflow automation rules,3
TKT-000854,COMP-0181,02-28-2024,03-12-2024,medium,onboarding,Migration assistance from competitor tool,2
TKT-000855,COMP-0181,01-14-2024,01-23-2024,high,bug_report,Formatting lost when pasting from Word,2
TKT-000856,COMP-0182,10-09-2024,10-19-2024,medium,onboarding,Best practices documentation request,5
TKT-000857,COMP-0182,05-26-2025,05-28-2025,medium,feature_request,Dark mode support requested,5
TKT-000858,COMP-0182,07-31-2024,08-02-2024,high,bug_report,Search returning incorrect results,1
TKT-000859,COMP-0182,10-20-2024,10-30-2024,low,account,Account permissions not working correctly,2
TKT-000860,COMP-0183,04-19-2024,04-20-2024,medium,technical,API rate limit being hit unexpectedly,4
TKT-000861,COMP-0183,04-20-2024,04-24-2024,low,account,Need to merge duplicate accounts,5
TKT-000862,COMP-0183,02-02-2025,02-16-2025,critical,account,Need to merge duplicate accounts,3
TKT-000863,COMP-0183,02-06-2024,02-20-2024,low,feature_request,Custom workflow automation rules,5
TKT-000864,COMP-0183,01-05-2025,01-18-2025,critical,bug_report,Calendar sync showing wrong timezone,5
TKT-000865,COMP-0183,05-15-2025,05-28-2025,medium,feature_request,Would like bulk import from Excel,4
TKT-000866,COMP-0184,06-29-2025,06-30-2025,low,account,,4
TKT-000867,COMP-0184,02-15-2024,02-23-2024,critical,account,Account permissions not working correctly,3
TKT-000868,COMP-0184,10-21-2024,11-03-2024,medium,account,Change primary admin contact,5
TKT-000869,COMP-0184,06-13-2024,06-15-2024,medium,technical,Application loading slowly for our team,3
TKT-000870,COMP-0184,02-25-2024,03-04-2024,high,bug_report,Formatting lost when pasting from Word,4
TKT-000871,COMP-0184,11-05-2024,11-19-2024,medium,account,Change primary admin contact,3
TKT-000872,COMP-0184,04-16-2025,04-21-2025,medium,technical,SSO login failing intermittently,
TKT-000873,COMP-0185,06-05-2025,06-11-2025,medium,billing,Need to update payment method on file,3
TKT-000874,COMP-0185,06-24-2025,06-26-2025,high,account,Add new team member to account,4
TKT-000875,COMP-0186,08-20-2024,08-26-2024,high,bug_report,Calendar sync showing wrong timezone,
TKT-000876,COMP-0186,05-10-2025,05-14-2025,medium,billing,Tax exemption certificate submission,5
TKT-000877,COMP-0187,01-12-2024,01-20-2024,low,technical,,3
TKT-000878,COMP-0187,06-02-2024,,medium,feature_request,Custom workflow automation rules,
TKT-000879,COMP-0187,07-01-2024,07-12-2024,low,technical,SSO login failing intermittently,
TKT-000880,COMP-0187,09-20-2024,09-26-2024,medium,bug_report,Search returning incorrect results,
TKT-000881,COMP-0187,08-06-2024,08-12-2024,CRITICAL,feature_request,Would like bulk import from Excel,3
TKT-000882,COMP-0188,04-20-2025,04-29-2025,high,feature_request,Requesting custom field types,4
TKT-000883,COMP-0188,02-16-2024,,critical,technical,SSO login failing intermittently,4
TKT-000884,COMP-0188,03-25-2024,04-01-2024,medium,bug_report,Drag and drop not working in Chrome,4
TKT-000885,COMP-0188,08-30-2024,09-08-2024,medium,billing,Charges not matching the quoted price,4
TKT-000886,COMP-0188,09-20-2024,09-23-2024,low,bug_report,Attachment upload fails over 10 MB,5
TKT-000887,COMP-0188,04-10-2024,04-20-2024,medium,technical,Mobile app crashing on iOS 17,4
TKT-000888,COMP-0188,11-28-2024,12-02-2024,low,technical,Application loading slowly for our team,
TKT-000889,COMP-0189,02-09-2024,02-19-2024,medium,account,Change primary admin contact,
TKT-000890,COMP-0189,09-29-2024,10-07-2024,critical,onboarding,Template setup assistance needed,
TKT-000891,COMP-0190,04-17-2025,04-19-2025,high,feature_request,Requesting custom field types,4
TKT-000892,COMP-0190,06-17-2024,06-23-2024,critical,billing,Billing cycle change request,2
TKT-000893,COMP-0190,03-01-2025,03-09-2025,low,feature_request,Would like bulk import from Excel,5
TKT-000894,COMP-0190,11-19-2024,12-02-2024,medium,onboarding,Best practices documentation request,5
TKT-000895,COMP-0190,05-19-2025,05-29-2025,low,bug_report,Drag and drop not working in Chrome,
TKT-000896,COMP-0191,04-20-2024,05-01-2024,high,feature_request,,
TKT-000897,COMP-0191,01-25-2024,,medium,account,Change primary admin contact,1
TKT-000898,COMP-0191,10-03-2024,10-10-2024,high,onboarding,Training session request for team,3
TKT-000899,COMP-0191,10-17-2024,10-28-2024,low,feature_request,Dark mode support requested,
TKT-000900,COMP-0191,02-28-2024,03-09-2024,high,technical,Webhook deliveries failing,3
TKT-000901,COMP-0191,11-19-2024,12-02-2024,medium,feature_request,Custom workflow automation rules,3
TKT-000902,COMP-0191,11-23-2024,11-26-2024,high,feature_request,,2
TKT-000903,COMP-0191,09-08-2024,09-11-2024,CRITICAL,bug_report,Formatting lost when pasting from Word,1
TKT-000904,COMP-0191,11-22-2024,12-02-2024,medium,billing,Charges not matching the quoted price,3
TKT-000905,COMP-0191,03-23-2024,03-25-2024,medium,account,,5
TKT-000906,COMP-0192,06-22-2025,06-30-2025,low,bug_report,Drag and drop not working in Chrome,4
TKT-000907,COMP-0192,10-03-2024,10-10-2024,medium,billing,Invoice discrepancy for last month,4
TKT-000908,COMP-0192,03-02-2025,03-05-2025,high,bug_report,Search returning incorrect results,4
TKT-000909,COMP-0193,09-07-2024,09-21-2024,critical,feature_request,Would like bulk import from Excel,5
TKT-000910,COMP-0193,02-05-2025,02-08-2025,medium,technical,Integration with Slack is not syncing,5
TKT-000911,COMP-0193,02-05-2024,02-07-2024,MEDIUM,account,Need to merge duplicate accounts,5
TKT-000912,COMP-0193,03-19-2024,04-02-2024,medium,billing,,5
TKT-000913,COMP-0193,03-26-2025,04-02-2025,medium,onboarding,Training session request for team,
TKT-000914,COMP-0193,06-11-2024,06-25-2024,high,billing,Cannot download invoice PDF,3
